report_date,model,prediction_method,prediction_column,n_rows,actual_sum_kwh,pred_sum_kwh,mean_actual_kwh,mae_kwh,rmse_kwh,wape,mape,bias_kwh_mean_pred_minus_actual,bias_pct_sum_pred_minus_actual
2026-06-01,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,24,83738.16,55963.44,3489.09,1210.08,1615.1105012351322,0.3468182248093342,0.28072423239591354,-1157.28,-0.33168533915720144
2026-06-02,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,24,80763.84,83738.16,3365.16,287.48999999999995,361.388093882463,0.08543130192918016,0.08297828622169326,123.92999999999999,0.036827372249759294
2026-06-03,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,24,62477.28,80763.84,2603.22,790.5600000000001,1101.7748880783224,0.30368543572959644,0.29066626413793367,761.9399999999999,0.29269135916288286
2026-06-04,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,24,85636.08,62477.28,3568.17,966.21,1326.8338328517254,0.2707858650232472,0.21791787235016455,-964.9499999999999,-0.27043274283456226
2026-06-05,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,24,80408.16,85636.08,3350.34,229.28999999999996,286.03606625738644,0.06843783019036873,0.06367139288815217,217.83,0.06501728182811296
2026-06-06,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,24,59641.92,80408.16,2485.08,870.12,1125.981306416763,0.350137621324062,0.3315681038356148,865.2600000000001,0.3481819498768652
2026-06-07,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,24,58065.84,59641.92,2419.41,139.76999999999998,185.57845780154548,0.0577702828375513,0.055804906476944804,65.67,0.02714298114003001
2026-06-08,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,24,78613.2,58065.84,3275.5499999999997,858.18,1151.492269361805,0.2619956953794019,0.2171689081290877,-856.14,-0.26137289920776663
2026-06-09,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,24,76991.76,78613.2,3207.99,113.52000000000005,148.3584416202867,0.035386643973329114,0.03168850440131605,67.56000000000006,0.021059916022182133
2026-06-10,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,24,78500.15999999999,76991.76,3270.8399999999997,68.37000000000005,97.947900436916,0.020902887331694625,0.018493858676682382,-62.85000000000002,-0.019215247459368246
2026-06-11,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,24,77702.4,78500.15999999999,3237.6,49.439999999999976,59.987638726657664,0.015270570793180128,0.01527135513375321,33.239999999999895,0.010266864343958456
2026-06-12,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,24,77166.72,77702.4,3215.28,40.38000000000003,55.77870561423963,0.012558781816824672,0.011970572864804595,22.320000000000164,0.00694185265357921
2026-06-13,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,24,63441.35999999999,77166.72,2643.39,576.7499999999999,804.6625613261747,0.21818573876726477,0.20240123551239508,571.89,0.21634719053942097
2026-06-14,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,24,60075.36,63441.35999999999,2503.14,145.40999999999997,179.2469246598111,0.05809103765670317,0.056533470706970256,140.24999999999997,0.05602962678875331
2026-06-15,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,24,83306.88,60075.36,3471.1200000000003,967.9799999999999,1305.4710929009498,0.2788667634653944,0.2301359868458197,-967.9799999999999,-0.2788667634653944
2026-06-16,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,24,85548.24,83306.88,3564.51,118.65000000000009,150.24793110056467,0.03328648257404246,0.03165012783493404,-93.3900000000001,-0.02619995455195808
2026-06-17,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,24,86443.92,85548.24,3601.83,47.15999999999995,63.1564913528292,0.013093344216689836,0.013367782654158021,-37.31999999999988,-0.010361399621858855
2026-06-18,naive_last_day_same_hour,pred_last_day_same_hour_kwh,pred_last_day_same_hour_kwh,24,88953.84,86443.92,3706.41,118.98000000000002,148.2436696793492,0.03210114369430258,0.03529630229994455,-104.58000000000004,-0.02821598258152769
