report_month,model,prediction_column,n_rows,actual_sum_kwh,pred_sum_kwh,mae_kwh,rmse_kwh,wape,bias_kwh_mean_pred_minus_actual,bias_pct_sum_pred_minus_actual
2026-04,weather_school_shape,pred_weather_school_kwh,510,557209.0833333333,523579.3677642551,125.22721607313544,175.4136992818681,0.11461744272947048,-65.94061876289855,-0.06035385383148952
2026-05,weather_school_shape,pred_weather_school_kwh,527,552329.0,496255.2492961503,169.95146386735902,235.47364523111628,0.1621577383372921,-106.40180399212467,-0.10152237290428295
2026-06,weather_school_shape,pred_weather_school_kwh,391,483719.6818181818,529674.6716105277,200.38801093871916,312.21009880237676,0.1619775155365492,117.53194320293072,0.09500334908766282
