building_name_recent,model,prediction_method,prediction_column,n_rows,actual_sum_kwh,pred_sum_kwh,mean_actual_kwh,mae_kwh,rmse_kwh,wape,nmae,bias_kwh_mean_pred_minus_actual,bias_pct_sum_pred_minus_actual
섬유관,lightgbm_quantile_q50_walk_forward,pred_lightgbm_q50_kwh,pred_lightgbm_q50_kwh,70,76228.0,77157.86718666372,1088.9714285714285,111.33988034487058,151.27191411361446,0.10224316031039697,0.10224316031039697,13.28381695233899,0.012198499064172343
외국어교육원,lightgbm_quantile_q50_walk_forward,pred_lightgbm_q50_kwh,pred_lightgbm_q50_kwh,70,30950.0,32252.298565882782,442.14285714285717,63.734796267943054,99.49722324982035,0.14414978154300528,0.14414978154300528,18.604265226896885,0.04207749808991218
음대,lightgbm_quantile_q50_walk_forward,pred_lightgbm_q50_kwh,pred_lightgbm_q50_kwh,70,42136.0,42662.27738806488,601.9428571428572,55.660818163495115,78.26632476120919,0.09246860811288822,0.09246860811288822,7.518248400926939,0.012489970288230628
인문계식당,lightgbm_quantile_q50_walk_forward,pred_lightgbm_q50_kwh,pred_lightgbm_q50_kwh,70,28526.0,28470.755665511453,407.51428571428573,78.58103853971988,112.82238210939717,0.19283014435183313,0.19283014435183313,-0.7892047784077939,-0.0019366309503100882
전기관,lightgbm_quantile_q50_walk_forward,pred_lightgbm_q50_kwh,pred_lightgbm_q50_kwh,70,78682.33333333334,78791.93032610031,1124.0333333333335,150.0993558069159,206.72658619010184,0.13353639198741069,0.13353639198741069,1.5656713252421777,0.0013929047109298457
제1공장형실습장,lightgbm_quantile_q50_walk_forward,pred_lightgbm_q50_kwh,pred_lightgbm_q50_kwh,70,55797.0,55996.46564751975,797.1,80.01052096883295,109.0136427418392,0.10037701790093206,0.10037701790093206,2.8495092502821926,0.0035748453773456184
제1과학관,lightgbm_quantile_q50_walk_forward,pred_lightgbm_q50_kwh,pred_lightgbm_q50_kwh,70,183967.68181818182,180286.41729406352,2628.10974025974,237.07133477232324,405.5902393407962,0.09020602570001247,0.09020602570001247,-52.58949320169059,-0.020010387083947673
제2공장형실습장,lightgbm_quantile_q50_walk_forward,pred_lightgbm_q50_kwh,pred_lightgbm_q50_kwh,70,29283.0,30193.404008721234,418.3285714285714,87.02482903139413,123.42751008325746,0.20802984776824743,0.20802984776824743,13.005771553160523,0.031089847649531696
제2인문관,lightgbm_quantile_q50_walk_forward,pred_lightgbm_q50_kwh,pred_lightgbm_q50_kwh,70,17786.0,18389.613771586497,254.0857142857143,32.39092899964535,49.141933064943714,0.1274803232865835,0.1274803232865835,8.623053879807108,0.03393757852167421
제3과학관,lightgbm_quantile_q50_walk_forward,pred_lightgbm_q50_kwh,pred_lightgbm_q50_kwh,70,62772.0,62870.834884708755,896.7428571428571,95.5833642551132,146.9599777442068,0.10658949050305747,0.10658949050305748,1.4119269244106833,0.001574505905638626
화공관,lightgbm_quantile_q50_walk_forward,pred_lightgbm_q50_kwh,pred_lightgbm_q50_kwh,70,176969.0,174813.5940480995,2528.1285714285714,187.21954521179063,241.70242406734906,0.07405459806421093,0.07405459806421093,-30.791513598578735,-0.01217956790116072
건축관,lightgbm_weather_quantile_q50_walk_forward,pred_lightgbm_weather_q50_kwh,pred_lightgbm_weather_q50_kwh,70,72933.0,73156.56999366597,1041.9,150.64916281174536,193.35355855217105,0.14459080795829288,0.14459080795829288,3.1938570523709684,0.003065416117065907
기계관,lightgbm_weather_quantile_q50_walk_forward,pred_lightgbm_weather_q50_kwh,pred_lightgbm_weather_q50_kwh,70,136365.0,132878.26711631578,1948.0714285714287,279.37332572807674,364.1739606625817,0.14341020643834834,0.14341020643834834,-49.81046976691782,-0.025569118789163257
박물관,lightgbm_weather_quantile_q50_walk_forward,pred_lightgbm_weather_q50_kwh,pred_lightgbm_weather_q50_kwh,70,42142.0,43159.38669506053,602.0285714285715,64.13528861114291,98.97037650125597,0.10653196817379346,0.10653196817379344,14.534095643721676,0.024141870225915175
사범대학,lightgbm_weather_quantile_q50_walk_forward,pred_lightgbm_weather_q50_kwh,pred_lightgbm_weather_q50_kwh,70,65392.0,65088.911951783106,934.1714285714286,103.6298111115177,140.73258095174597,0.11093232777413503,0.11093232777413504,-4.329829260241213,-0.004634940791180648
상경관,lightgbm_weather_quantile_q50_walk_forward,pred_lightgbm_weather_q50_kwh,pred_lightgbm_weather_q50_kwh,70,145964.0,144009.2579318545,2085.2,359.7057042968195,506.6727299160332,0.1725041743222806,0.1725041743222806,-27.924886687792682,-0.013391946426142665
생활과학대,lightgbm_weather_quantile_q50_walk_forward,pred_lightgbm_weather_q50_kwh,pred_lightgbm_weather_q50_kwh,70,77614.0,78000.53430376344,1108.7714285714285,130.14566702666153,187.4727006833245,0.11737826541431066,0.11737826541431066,5.521918625191735,0.004980213669742849
섬유관,lightgbm_weather_quantile_q50_walk_forward,pred_lightgbm_weather_q50_kwh,pred_lightgbm_weather_q50_kwh,70,76228.0,77120.66491977456,1088.9714285714285,112.55917540149744,150.00157551631784,0.10336283620329564,0.10336283620329566,12.752355996779459,0.011710459670653331
외국어교육원,lightgbm_weather_quantile_q50_walk_forward,pred_lightgbm_weather_q50_kwh,pred_lightgbm_weather_q50_kwh,70,30950.0,32222.8898262839,442.14285714285717,63.56183098586394,96.84332501441965,0.14375858381293946,0.14375858381293943,18.184140375484258,0.04112729648736343
음대,lightgbm_weather_quantile_q50_walk_forward,pred_lightgbm_weather_q50_kwh,pred_lightgbm_weather_q50_kwh,70,42136.0,42779.74443355697,601.9428571428572,56.17984711623102,78.06638045850175,0.09333086429979522,0.0933308642997952,9.19634905081391,0.015277777519388969
인문계식당,lightgbm_weather_quantile_q50_walk_forward,pred_lightgbm_weather_q50_kwh,pred_lightgbm_weather_q50_kwh,70,28526.0,28126.386190267862,407.51428571428573,81.98730949079062,115.24310183372161,0.20118879844195972,0.20118879844195972,-5.708768710459089,-0.014008757264675603
전기관,lightgbm_weather_quantile_q50_walk_forward,pred_lightgbm_weather_q50_kwh,pred_lightgbm_weather_q50_kwh,70,78682.33333333334,78857.95398803773,1124.0333333333335,143.3463648414285,201.36014780426072,0.12752857107567553,0.12752857107567553,2.508866495777165,0.002232021436888436
제1공장형실습장,lightgbm_weather_quantile_q50_walk_forward,pred_lightgbm_weather_q50_kwh,pred_lightgbm_weather_q50_kwh,70,55797.0,56162.142593189936,797.1,80.23074159623786,109.605121575835,0.1006532951903624,0.10065329519036238,5.21632275985622,0.0065441259062303594
제1과학관,lightgbm_weather_quantile_q50_walk_forward,pred_lightgbm_weather_q50_kwh,pred_lightgbm_weather_q50_kwh,70,183967.68181818182,179897.156099805,2628.10974025974,230.65052999701805,388.639183310997,0.0877628991147921,0.0877628991147921,-58.150367405383065,-0.022126308698066758
제2공장형실습장,lightgbm_weather_quantile_q50_walk_forward,pred_lightgbm_weather_q50_kwh,pred_lightgbm_weather_q50_kwh,70,29283.0,29986.63435996051,418.3285714285714,90.4791597935615,124.74800008835794,0.2162873061349351,0.2162873061349351,10.051919428007272,0.02402876617698013
제2인문관,lightgbm_weather_quantile_q50_walk_forward,pred_lightgbm_weather_q50_kwh,pred_lightgbm_weather_q50_kwh,70,17786.0,18121.122693039026,254.0857142857143,29.41110860537991,47.03737452801566,0.11575270450784851,0.11575270450784851,4.7874670434147095,0.01884193708754243
제3과학관,lightgbm_weather_quantile_q50_walk_forward,pred_lightgbm_weather_q50_kwh,pred_lightgbm_weather_q50_kwh,70,62772.0,63239.352376291165,896.7428571428571,86.38500519715656,140.4083122088829,0.09633196909132988,0.09633196909132988,6.676462518445263,0.007445236352054553
화공관,lightgbm_weather_quantile_q50_walk_forward,pred_lightgbm_weather_q50_kwh,pred_lightgbm_weather_q50_kwh,70,176969.0,175321.99489741315,2528.1285714285714,181.31146584983057,229.2879789614228,0.07171766020878312,0.07171766020878312,-23.528644322669262,-0.0093067435685733
건축관,lightgbm_weather_area_quantile_q50_walk_forward,pred_lightgbm_weather_area_q50_kwh,pred_lightgbm_weather_area_q50_kwh,70,72933.0,73155.39155394191,1041.9,150.26552221184082,188.64088209786388,0.14422259546198368,0.14422259546198368,3.177022199170249,0.003049258277349313
