report_month,prediction_method,n_rows,actual_sum_kwh_clean,pred_sum_kwh,mae_kwh,rmse_kwh,mape,bias_kwh_mean,bias_pct_sum
2026-04,pred_realtime_uniform_daily_kwh,510,557209.0833333333,548072.0,166.50506535947713,233.07248421479824,0.19159309464029606,-17.91584967320259,-0.016397943979436783
2026-05,pred_realtime_uniform_daily_kwh,527,552329.0,513961.99999999994,222.146110056926,295.2917795670581,0.2430966996936888,-72.80265654648956,-0.06946403321208917
2026-06,pred_realtime_uniform_daily_kwh,391,483719.6818181818,486714.8833333333,242.59702007285128,345.6424392993005,0.271648375220266,7.660361931333807,0.006192019112998054
2026-04,pred_weekday_recent_kwh,510,557209.0833333333,548446.2161706348,128.1784732467061,181.60723662523586,0.14298324502588594,-17.182092475879248,-0.01572635375984404
2026-05,pred_weekday_recent_kwh,527,552329.0,535300.287608807,165.23331594170796,236.07907846442478,0.1875734131869832,-32.31254723186535,-0.0308307410822047
2026-06,pred_weekday_recent_kwh,391,483719.6818181818,474279.3509523809,195.7781607820994,303.1222248857247,0.2142621435494515,-24.14406871048815,-0.019516118985105205
