timestamp,report_date,hour,rank,feature,feature_label_ko,shap_value_kwh,feature_value,direction
2026-06-15 08:00:00,2026-06-15,8,5,academic_days_to_final,기말까지 일수,65.85603101436114,0.0,up
2026-06-15 11:00:00,2026-06-15,11,1,day_of_week,요일,411.8863415644377,0.0,up
2026-06-15 11:00:00,2026-06-15,11,2,school_lag_168h_kwh,1주 전 같은시간 사용량,357.949251490822,4296.24,up
2026-06-15 11:00:00,2026-06-15,11,3,school_lag_24h_kwh,24시간 전 사용량,-323.7363989323832,2496.96,down
2026-06-15 11:00:00,2026-06-15,11,4,hour_cos,시간 주기(cos),183.83063751519038,-0.9659258262890682,up
2026-06-15 11:00:00,2026-06-15,11,5,weather_temp_mean_c,평균기온,-72.57285897678794,23.0,down
2026-06-15 12:00:00,2026-06-15,12,1,day_of_week,요일,397.42324922600557,0.0,up
2026-06-15 12:00:00,2026-06-15,12,2,school_lag_168h_kwh,1주 전 같은시간 사용량,381.10583716806093,4352.4,up
2026-06-15 12:00:00,2026-06-15,12,3,school_lag_24h_kwh,24시간 전 사용량,-281.9582946569889,2571.84,down
2026-06-15 12:00:00,2026-06-15,12,4,hour_cos,시간 주기(cos),151.60926260408874,-1.0,up
2026-06-15 12:00:00,2026-06-15,12,5,school_same_hour_7d_mean_kwh,최근 7일 같은시간 평균,81.1859425014979,3787.919999999999,up
2026-06-15 13:00:00,2026-06-15,13,1,day_of_week,요일,446.2721300164575,0.0,up
2026-06-15 13:00:00,2026-06-15,13,2,school_lag_168h_kwh,1주 전 같은시간 사용량,417.63778359375556,4713.84,up
2026-06-15 13:00:00,2026-06-15,13,3,school_same_hour_7d_mean_kwh,최근 7일 같은시간 평균,295.19679580366187,4076.5371428571425,up
2026-06-15 13:00:00,2026-06-15,13,4,school_lag_24h_kwh,24시간 전 사용량,-179.95806790603163,2762.64,down
2026-06-15 13:00:00,2026-06-15,13,5,hour_cos,시간 주기(cos),176.9693049945217,-0.9659258262890683,up
2026-06-15 14:00:00,2026-06-15,14,1,day_of_week,요일,441.3673761201633,0.0,up
2026-06-15 14:00:00,2026-06-15,14,2,school_lag_168h_kwh,1주 전 같은시간 사용량,415.19937879957143,4629.6,up
2026-06-15 14:00:00,2026-06-15,14,3,school_same_hour_7d_mean_kwh,최근 7일 같은시간 평균,296.56097380183024,4086.7200000000003,up
2026-06-15 14:00:00,2026-06-15,14,4,school_lag_24h_kwh,24시간 전 사용량,-179.84171731020479,2752.56,down
2026-06-15 14:00:00,2026-06-15,14,5,hour_cos,시간 주기(cos),167.40599476167534,-0.8660254037844388,up
2026-06-16 13:00:00,2026-06-16,13,1,school_lag_24h_kwh,24시간 전 사용량,732.826947845901,5142.24,up
2026-06-16 13:00:00,2026-06-16,13,2,school_lag_168h_kwh,1주 전 같은시간 사용량,425.16674885877194,4419.36,up
2026-06-16 13:00:00,2026-06-16,13,3,day_of_week,요일,138.71118578005098,1.0,up
2026-06-16 13:00:00,2026-06-16,13,4,hour_cos,시간 주기(cos),117.42764982838814,-0.9659258262890683,up
2026-06-16 13:00:00,2026-06-16,13,5,school_same_hour_7d_mean_kwh,최근 7일 같은시간 평균,114.95394499401499,4137.737142857143,up
2026-06-16 14:00:00,2026-06-16,14,1,school_lag_24h_kwh,24시간 전 사용량,634.4068021982607,5069.52,up
2026-06-16 14:00:00,2026-06-16,14,2,school_lag_168h_kwh,1주 전 같은시간 사용량,405.68184562443366,4496.4,up
2026-06-16 14:00:00,2026-06-16,14,3,day_of_week,요일,132.76507622169197,1.0,up
2026-06-16 14:00:00,2026-06-16,14,4,school_same_hour_7d_mean_kwh,최근 7일 같은시간 평균,114.60667696725886,4149.565714285714,up
2026-06-16 14:00:00,2026-06-16,14,5,hour_cos,시간 주기(cos),108.28243964935794,-0.8660254037844388,up
2026-06-16 15:00:00,2026-06-16,15,1,school_lag_24h_kwh,24시간 전 사용량,638.9988621555704,4957.2,up
2026-06-16 15:00:00,2026-06-16,15,2,school_lag_168h_kwh,1주 전 같은시간 사용량,405.758373605881,4448.16,up
2026-06-16 15:00:00,2026-06-16,15,3,day_of_week,요일,130.54398888921526,1.0,up
2026-06-16 15:00:00,2026-06-16,15,4,school_same_hour_7d_mean_kwh,최근 7일 같은시간 평균,113.71027732298282,4174.56,up
