metric_level,prediction_method,building_name_recent,n_days,actual_sum_kwh_clean,pred_sum_kwh,mae_kwh,rmse_kwh,mape,bias_kwh_mean,bias_pct_sum,report_month
building_month,baseline_school_shape_kwh_observed_norm,제2공장형실습장,23.0,9626.0,11150.0,108.41540873936907,118.28672913815232,0.30717621014440605,66.2608695652174,0.158321213380428,2026-06
building_month,baseline_school_shape_kwh_observed_norm,제2인문관,30.0,8177.0,9185.0,39.357209958361906,42.6947128811982,0.15603773694507475,33.6,0.12327259386082916,2026-04
building_month,baseline_school_shape_kwh_observed_norm,제2인문관,31.0,7547.0,7623.499999999999,21.13838689784544,31.90090836989018,0.09154711238056301,2.467741935483877,0.010136478070756471,2026-05
building_month,baseline_school_shape_kwh_observed_norm,제2인문관,23.0,6214.0,8773.500000000002,111.28260869565217,113.1490170193543,0.4196126354044702,111.28260869565217,0.41189250080463496,2026-06
building_month,baseline_school_shape_kwh_observed_norm,제3과학관,30.0,26300.0,27500.0,72.67363790643827,86.90158070999976,0.0844075422810052,40.0,0.045627376425855515,2026-04
building_month,baseline_school_shape_kwh_observed_norm,제3과학관,31.0,24978.0,24000.0,69.76869158136972,113.34108171319414,0.08965786892603604,-31.548387096774192,-0.03915445592121067,2026-05
building_month,baseline_school_shape_kwh_observed_norm,제3과학관,23.0,24852.0,35500.0,462.9565217391304,476.63210812968373,0.44540750722663164,462.9565217391304,0.4284564622565588,2026-06
building_month,baseline_school_shape_kwh_observed_norm,화공관,30.0,74592.0,68000.0,230.665326390432,271.79154565975205,0.09253627513979078,-219.73333333333338,-0.08837408837408837,2026-04
building_month,baseline_school_shape_kwh_observed_norm,화공관,31.0,73353.0,64000.0,325.9929582693098,359.81359445769453,0.13994518856733837,-301.7096774193548,-0.1275067141084891,2026-05
building_month,baseline_school_shape_kwh_observed_norm,화공관,23.0,63731.0,78000.0,620.3913043478261,652.6272802846585,0.22048962934124142,620.3913043478261,0.2238941802262635,2026-06
