selection_tier,building_name_recent,building_name_long_term,month,profile_monthly_kwh_mean,profile_monthly_kwh_median,profile_monthly_kwh_std,profile_monthly_kwh_min,profile_monthly_kwh_max,profile_source_month_count,profile_source_months,overall_avg_monthly_kwh,month_factor_vs_overall
primary_reliable,화공관,공대화공관,2,77666.66666666667,88000.0,17897.858344878397,57000.0,88000.0,3,"2024-02,2025-02,2026-02",79192.30769230769,0.980734984620366
primary_reliable,화공관,공대화공관,3,82000.0,85000.0,5196.152422706632,76000.0,85000.0,3,"2024-03,2025-03,2026-03",79192.30769230769,1.0354541039339487
primary_reliable,화공관,공대화공관,4,68000.0,68000.0,1414.213562373095,67000.0,69000.0,2,"2024-04,2025-04",79192.30769230769,0.8586692569208354
primary_reliable,화공관,공대화공관,5,64000.0,64000.0,1414.213562373095,63000.0,65000.0,2,"2024-05,2025-05",79192.30769230769,0.8081593006313745
primary_reliable,화공관,공대화공관,6,78000.0,78000.0,4242.640687119285,75000.0,81000.0,2,"2024-06,2025-06",79192.30769230769,0.9849441476444877
primary_reliable,화공관,공대화공관,7,96000.0,96000.0,5656.85424949238,92000.0,100000.0,2,"2024-07,2025-07",79192.30769230769,1.2122389509470617
primary_reliable,화공관,공대화공관,8,79500.0,79500.0,707.1067811865476,79000.0,80000.0,2,"2024-08,2025-08",79192.30769230769,1.0038853812530355
primary_reliable,화공관,공대화공관,9,83500.0,83500.0,707.1067811865476,83000.0,84000.0,2,"2024-09,2025-09",79192.30769230769,1.0543953375424964
primary_reliable,화공관,공대화공관,10,71500.0,71500.0,2121.3203435596424,70000.0,73000.0,2,"2024-10,2025-10",79192.30769230769,0.9028654686741137
primary_reliable,화공관,공대화공관,11,65500.0,65500.0,2121.3203435596424,64000.0,67000.0,2,"2024-11,2025-11",79192.30769230769,0.8271005342399224
primary_reliable,화공관,공대화공관,12,87000.0,87000.0,1414.213562373095,86000.0,88000.0,2,"2024-12,2025-12",79192.30769230769,1.0985915492957747
