date,report_month,year,month,day,selection_tier,building_name_recent,building_name_long_term,usage_kwh_raw,usage_kwh,usage_kwh_clean,usage_kwh_imputed_continuous,cleaning_action,was_imputed_in_clean,is_original_value_reliable,is_validation_target_strict,is_validation_target_clean,is_continuity_only,is_placeholder_zero,is_partial_day,is_known_extreme_outlier,is_suspect_zero,is_auto_high_outlier,replacement_value_kwh,replacement_source_day_count,replacement_mean_kwh,replacement_median_kwh,positive_count,positive_median_kwh,positive_mean_kwh,positive_q1_kwh,positive_q3_kwh,positive_iqr_kwh,mapping_confidence,review_required,duplicate_group,zero_rate_recent,source_file,source_section,source_row_index_1based,profile_month_num,profile_monthly_kwh_mean,profile_monthly_kwh_median,profile_monthly_kwh_std,profile_monthly_kwh_min,profile_monthly_kwh_max,profile_source_month_count,profile_source_months,overall_avg_monthly_kwh,month_factor_vs_overall,calendar_days_in_month,baseline_uniform_daily_kwh,school_total_daily_kwh,school_total_is_usable,school_total_observed_month_sum_kwh,school_total_observed_day_count,school_total_month_observed_completeness,school_total_day_weight_observed_month,baseline_school_shape_kwh_observed_norm,validation_period
2026-04-21,2026-04,2026,4,21,review_optional_major,IT관,IT관,2054,2054.0,2054.0,2054.0,raw_kept,False,True,True,True,False,False,False,False,False,False,1860.0,30,1860.0,2036.0,30,2036.0,1860.0,1680.0,2070.0,390.0,medium,True,group_1: IT관 | 중앙기기센터분관 | 학생지원센터,0.0,"올해 전력사용량 최종취합본(누적, 4~6월).xlsx",4월데이터,57,4,35342.5,35342.5,2092.328965530994,33863.0,36822.0,2,"2024-04,2025-04",43650.846153846156,0.8096635715934662,30,1178.0833333333333,64900.8,True,1863198.0,30,1.0,0.03483301291650163,1231.0857590014589,validation_observed_window
2026-04-22,2026-04,2026,4,22,review_optional_major,IT관,IT관,2056,2056.0,2056.0,2056.0,raw_kept,False,True,True,True,False,False,False,False,False,False,1860.0,30,1860.0,2036.0,30,2036.0,1860.0,1680.0,2070.0,390.0,medium,True,group_1: IT관 | 중앙기기센터분관 | 학생지원센터,0.0,"올해 전력사용량 최종취합본(누적, 4~6월).xlsx",4월데이터,58,4,35342.5,35342.5,2092.328965530994,33863.0,36822.0,2,"2024-04,2025-04",43650.846153846156,0.8096635715934662,30,1178.0833333333333,64270.08,True,1863198.0,30,1.0,0.034494498169276695,1219.1218015476616,validation_observed_window
2026-04-23,2026-04,2026,4,23,review_optional_major,IT관,IT관,2067,2067.0,2067.0,2067.0,raw_kept,False,True,True,True,False,False,False,False,False,False,1860.0,30,1860.0,2036.0,30,2036.0,1860.0,1680.0,2070.0,390.0,medium,True,group_1: IT관 | 중앙기기센터분관 | 학생지원센터,0.0,"올해 전력사용량 최종취합본(누적, 4~6월).xlsx",4월데이터,59,4,35342.5,35342.5,2092.328965530994,33863.0,36822.0,2,"2024-04,2025-04",43650.846153846156,0.8096635715934662,30,1178.0833333333333,63321.84,True,1863198.0,30,1.0,0.033985566751359754,1201.1348929099322,validation_observed_window
2026-04-24,2026-04,2026,4,24,review_optional_major,IT관,IT관,1955,1955.0,1955.0,1955.0,raw_kept,False,True,True,True,False,False,False,False,False,False,1860.0,30,1860.0,2036.0,30,2036.0,1860.0,1680.0,2070.0,390.0,medium,True,group_1: IT관 | 중앙기기센터분관 | 학생지원센터,0.0,"올해 전력사용량 최종취합본(누적, 4~6월).xlsx",4월데이터,60,4,35342.5,35342.5,2092.328965530994,33863.0,36822.0,2,"2024-04,2025-04",43650.846153846156,0.8096635715934662,30,1178.0833333333333,60916.32,True,1863198.0,30,1.0,0.032694496237114894,1155.5052332602331,validation_observed_window
2026-04-25,2026-04,2026,4,25,review_optional_major,IT관,IT관,1624,1624.0,1624.0,1624.0,raw_kept,False,True,True,True,False,False,False,False,False,False,1860.0,30,1860.0,2036.0,30,2036.0,1860.0,1680.0,2070.0,390.0,medium,True,group_1: IT관 | 중앙기기센터분관 | 학생지원센터,0.0,"올해 전력사용량 최종취합본(누적, 4~6월).xlsx",4월데이터,61,4,35342.5,35342.5,2092.328965530994,33863.0,36822.0,2,"2024-04,2025-04",43650.846153846156,0.8096635715934662,30,1178.0833333333333,49221.36,True,1863198.0,30,1.0,0.026417675416139347,933.6666933949049,validation_observed_window
2026-04-26,2026-04,2026,4,26,review_optional_major,IT관,IT관,1198,1198.0,1198.0,1198.0,raw_kept,False,True,True,True,False,False,False,False,False,False,1860.0,30,1860.0,2036.0,30,2036.0,1860.0,1680.0,2070.0,390.0,medium,True,group_1: IT관 | 중앙기기센터분관 | 학생지원센터,0.0,"올해 전력사용량 최종취합본(누적, 4~6월).xlsx",4월데이터,62,4,35342.5,35342.5,2092.328965530994,33863.0,36822.0,2,"2024-04,2025-04",43650.846153846156,0.8096635715934662,30,1178.0833333333333,47550.96,True,1863198.0,30,1.0,0.02552115234129706,901.9813266222912,validation_observed_window
2026-04-27,2026-04,2026,4,27,review_optional_major,IT관,IT관,2070,2070.0,2070.0,2070.0,raw_kept,False,True,True,True,False,False,False,False,False,False,1860.0,30,1860.0,2036.0,30,2036.0,1860.0,1680.0,2070.0,390.0,medium,True,group_1: IT관 | 중앙기기센터분관 | 학생지원센터,0.0,"올해 전력사용량 최종취합본(누적, 4~6월).xlsx",4월데이터,63,4,35342.5,35342.5,2092.328965530994,33863.0,36822.0,2,"2024-04,2025-04",43650.846153846156,0.8096635715934662,30,1178.0833333333333,61966.8,True,1863198.0,30,1.0,0.03325830105012994,1175.4315048642175,validation_observed_window
2026-04-28,2026-04,2026,4,28,review_optional_major,IT관,IT관,2044,2044.0,2044.0,2044.0,raw_kept,False,True,True,True,False,False,False,False,False,False,1860.0,30,1860.0,2036.0,30,2036.0,1860.0,1680.0,2070.0,390.0,medium,True,group_1: IT관 | 중앙기기센터분관 | 학생지원센터,0.0,"올해 전력사용량 최종취합본(누적, 4~6월).xlsx",4월데이터,64,4,35342.5,35342.5,2092.328965530994,33863.0,36822.0,2,"2024-04,2025-04",43650.846153846156,0.8096635715934662,30,1178.0833333333333,63413.28,True,1863198.0,30,1.0,0.034034643661060175,1202.8693935910192,validation_observed_window
2026-04-29,2026-04,2026,4,29,review_optional_major,IT관,IT관,2041,2041.0,2041.0,2041.0,raw_kept,False,True,True,True,False,False,False,False,False,False,1860.0,30,1860.0,2036.0,30,2036.0,1860.0,1680.0,2070.0,390.0,medium,True,group_1: IT관 | 중앙기기센터분관 | 학생지원센터,0.0,"올해 전력사용량 최종취합본(누적, 4~6월).xlsx",4월데이터,65,4,35342.5,35342.5,2092.328965530994,33863.0,36822.0,2,"2024-04,2025-04",43650.846153846156,0.8096635715934662,30,1178.0833333333333,64298.16,True,1863198.0,30,1.0,0.03450956903131069,1219.654443489098,validation_observed_window
2026-04-30,2026-04,2026,4,30,review_optional_major,IT관,IT관,2054,2054.0,2054.0,2054.0,raw_kept,False,True,True,True,False,False,False,False,False,False,1860.0,30,1860.0,2036.0,30,2036.0,1860.0,1680.0,2070.0,390.0,medium,True,group_1: IT관 | 중앙기기센터분관 | 학생지원센터,0.0,"올해 전력사용량 최종취합본(누적, 4~6월).xlsx",4월데이터,66,4,35342.5,35342.5,2092.328965530994,33863.0,36822.0,2,"2024-04,2025-04",43650.846153846156,0.8096635715934662,30,1178.0833333333333,64007.28,True,1863198.0,30,1.0,0.034353450357932976,1214.1368192752461,validation_observed_window
2026-05-01,2026-05,2026,5,1,review_optional_major,IT관,IT관,2118,2118.0,2118.0,2118.0,raw_kept,False,True,True,True,False,False,False,False,False,False,2364.8387096774195,31,2364.8387096774195,2319.0,31,2319.0,2364.8387096774195,2188.5,2560.0,371.5,medium,True,group_1: IT관 | 중앙기기센터분관 | 학생지원센터,0.0,"올해 전력사용량 최종취합본(누적, 4~6월).xlsx",5월데이터,71,5,34896.5,34896.5,833.6788950189396,34307.0,35486.0,2,"2024-05,2025-05",43650.846153846156,0.7994461293375227,31,1125.6935483870968,48719.52,True,1939290.48,31,1.0,0.02512234268277334,876.6818314293998,validation_observed_window
